"contrast","cellline","condition","estimate","SE","df","t.ratio","p.value","lipid","p_adj"
"time0 - time12","HCC1143","Control",-0.200000000000125,0.447693637352167,53.0411025088342,-0.446734068375423,0.969972069113589,"X11_12_DiHETrE",1
"time0 - time18","HCC1143","Control",-0.298547999111749,0.477762279352034,55.6183497650737,-0.624888175593636,0.923653778746757,"X11_12_DiHETrE",1
"time0 - time22","HCC1143","Control",0.227665984209665,0.447693637352166,53.0411025088338,0.508530756783075,0.956707956602525,"X11_12_DiHETrE",1
"time12 - time18","HCC1143","Control",-0.0985479991116247,0.477762279352033,55.6183497650739,-0.206269945055689,0.996858675284413,"X11_12_DiHETrE",1
"time12 - time22","HCC1143","Control",0.427665984209789,0.447693637352166,53.0411025088349,0.9552648251585,0.775155092559344,"X11_12_DiHETrE",1
"time18 - time22","HCC1143","Control",0.526213983321414,0.477762279352033,55.6183497650737,1.10141383291099,0.690157600717968,"X11_12_DiHETrE",1
"time0 - time12","HCC38","Control",0.340259548105652,0.447693637352166,53.0411025088349,0.760027661143632,0.8719567055913,"X11_12_DiHETrE",1
"time0 - time18","HCC38","Control",-0.528771237954933,0.447693637352166,53.0411025088349,-1.18110063185685,0.641308021871358,"X11_12_DiHETrE",1
"time0 - time22","HCC38","Control",-0.328771237954934,0.447693637352166,53.0411025088349,-0.734366563481703,0.882824510734779,"X11_12_DiHETrE",1
"time12 - time18","HCC38","Control",-0.869030786060585,0.447693637352166,53.0411025088349,-1.94112829300048,0.22357787231523,"X11_12_DiHETrE",0.526557231994748
"time12 - time22","HCC38","Control",-0.669030786060586,0.447693637352165,53.0411025088349,-1.49439422462534,0.448025197773063,"X11_12_DiHETrE",0.830164337050087
"time18 - time22","HCC38","Control",0.2,0.447693637352166,53.0411025088349,0.446734068375145,0.969972069113642,"X11_12_DiHETrE",1
"time0 - time12","HCC1143","Migration",-0.176482281508931,0.408686506715531,53.0411025088347,-0.431828011468392,0.972740374929641,"X11_12_DiHETrE",1
"time0 - time18","HCC1143","Migration",-0.113011984185437,0.408686506715531,53.0411025088349,-0.27652487255739,0.99252749328223,"X11_12_DiHETrE",1
"time0 - time22","HCC1143","Migration",-0.0340234527967033,0.408686506715531,53.0411025088351,-0.0832507367814459,0.999790423733653,"X11_12_DiHETrE",1
"time12 - time18","HCC1143","Migration",0.0634702973234942,0.408686506715531,53.0411025088349,0.155303138911002,0.998648656986122,"X11_12_DiHETrE",1
"time12 - time22","HCC1143","Migration",0.142458828712228,0.408686506715531,53.0411025088349,0.348577274686946,0.985294189390501,"X11_12_DiHETrE",1
"time18 - time22","HCC1143","Migration",0.0789885313887339,0.408686506715531,53.0411025088349,0.193274135775944,0.997408950201587,"X11_12_DiHETrE",1
"time0 - time12","HCC38","Migration",-0.565457620005246,0.408686506715531,53.0411025088349,-1.3835974780514,0.515046688956666,"X11_12_DiHETrE",1
"time0 - time18","HCC38","Migration",-0.291481588376123,0.408686506715531,53.0411025088347,-0.713215590890577,0.891419423044214,"X11_12_DiHETrE",1
"time0 - time22","HCC38","Migration",-0.458148255042791,0.408686506715531,53.0411025088349,-1.12102613498245,0.678309082019052,"X11_12_DiHETrE",1
"time12 - time18","HCC38","Migration",0.273976031629123,0.408686506715531,53.0411025088351,0.670381887160825,0.907793097759038,"X11_12_DiHETrE",1
"time12 - time22","HCC38","Migration",0.107309364962455,0.408686506715531,53.0411025088349,0.262571343068953,0.993583614288829,"X11_12_DiHETrE",1
"time18 - time22","HCC38","Migration",-0.166666666666667,0.408686506715531,53.0411025088345,-0.407810544091872,0.976859614144563,"X11_12_DiHETrE",1
"time0 - time12","HCC1143","Control",-0.159216775836932,0.495475355139249,53.0448061948798,-0.321341463678219,0.988396330520865,"X12_13_DiHODE",1
"time0 - time18","HCC1143","Control",-0.0275739167603562,0.528436150298575,55.7081125860148,-0.0521802241288308,0.999948342469681,"X12_13_DiHODE",1
"time0 - time22","HCC1143","Control",1.49771388873504,0.495475355139249,53.0448061948793,3.02278180579562,0.0195424790064425,"X12_13_DiHODE",0.0849087018900603
"time12 - time18","HCC1143","Control",0.131642859076575,0.528436150298574,55.7081125860154,0.24911781490005,0.994508645449044,"X12_13_DiHODE",1
"time12 - time22","HCC1143","Control",1.65693066457198,0.495475355139248,53.0448061948798,3.34412326947384,0.00803885741733479,"X12_13_DiHODE",0.0375146679475623
"time18 - time22","HCC1143","Control",1.5252878054954,0.528436150298574,55.7081125860152,2.88641835845937,0.0275500864002965,"X12_13_DiHODE",0.111977770530238
"time0 - time12","HCC38","Control",-0.247271118727503,0.495475355139248,53.0448061948791,-0.499058361153019,0.958931370361944,"X12_13_DiHODE",1
"time0 - time18","HCC38","Control",-0.218860297271219,0.495475355139248,53.0448061948793,-0.441717827135339,0.970922024067099,"X12_13_DiHODE",1
"time0 - time22","HCC38","Control",-0.292110742615014,0.495475355139248,53.0448061948795,-0.589556553287941,0.934808333849863,"X12_13_DiHODE",1
"time12 - time18","HCC38","Control",0.0284108214562844,0.495475355139248,53.0448061948793,0.0573405340176806,0.999931421321604,"X12_13_DiHODE",1
"time12 - time22","HCC38","Control",-0.0448396238875105,0.495475355139248,53.0448061948793,-0.0904981921349224,0.999730920490886,"X12_13_DiHODE",1
"time18 - time22","HCC38","Control",-0.073250445343795,0.495475355139248,53.0448061948795,-0.147838726152603,0.998833250628087,"X12_13_DiHODE",1
"time0 - time12","HCC1143","Migration",0.0804798524273096,0.452305047829415,53.0448061948795,0.177932686830553,0.99797372764035,"X12_13_DiHODE",1
"time0 - time18","HCC1143","Migration",0.0630091240567027,0.452305047829415,53.0448061948796,0.139306700995445,0.999022876098547,"X12_13_DiHODE",1
"time0 - time22","HCC1143","Migration",0.0276594854638086,0.452305047829416,53.0448061948798,0.0611522811795817,0.999916830477525,"X12_13_DiHODE",1
"time12 - time18","HCC1143","Migration",-0.0174707283706069,0.452305047829415,53.0448061948795,-0.0386259858351081,0.999979022602803,"X12_13_DiHODE",1
"time12 - time22","HCC1143","Migration",-0.052820366963501,0.452305047829416,53.0448061948795,-0.116780405650971,0.999423054883287,"X12_13_DiHODE",1
"time18 - time22","HCC1143","Migration",-0.0353496385928941,0.452305047829416,53.0448061948795,-0.0781544198158629,0.999826547923247,"X12_13_DiHODE",1
"time0 - time12","HCC38","Migration",0.0250753534701807,0.452305047829415,53.0448061948796,0.0554390307835736,0.999938014845548,"X12_13_DiHODE",1
"time0 - time18","HCC38","Migration",0.0793095939741843,0.452305047829416,53.0448061948795,0.17534536559958,0.998060140549807,"X12_13_DiHODE",1
"time0 - time22","HCC38","Migration",0.0886635765099553,0.452305047829416,53.0448061948795,0.196026060145573,0.997297834479679,"X12_13_DiHODE",1
"time12 - time18","HCC38","Migration",0.0542342405040036,0.452305047829416,53.0448061948793,0.119906334816006,0.999375656175639,"X12_13_DiHODE",1
"time12 - time22","HCC38","Migration",0.0635882230397746,0.452305047829415,53.0448061948795,0.140587029361999,0.998995828624039,"X12_13_DiHODE",1
"time18 - time22","HCC38","Migration",0.00935398253577098,0.452305047829416,53.0448061948795,0.0206806945459932,0.999996778995405,"X12_13_DiHODE",1
"time0 - time12","HCC1143","Control",0.164777478783386,0.0607665120854856,53.0432114365366,2.71164944520065,0.0433083715220293,"X12_13_DiHOME",0.153714220050019
"time0 - time18","HCC1143","Control",0.201654956461388,0.0648254932766251,55.6702064058192,3.11073539542353,0.0151494070585565,"X12_13_DiHOME",0.0681723317635042
"time0 - time22","HCC1143","Control",0.346877768096765,0.0607665120854856,53.0432114365366,5.70837055134548,3.08393354375713e-06,"X12_13_DiHOME",2.77554018938142e-05
"time12 - time18","HCC1143","Control",0.0368774776780021,0.064825493276625,55.6702064058186,0.568873074681246,0.940913026451445,"X12_13_DiHOME",1
"time12 - time22","HCC1143","Control",0.182100289313379,0.0607665120854855,53.0432114365366,2.99672110614482,0.0209429351816326,"X12_13_DiHOME",0.0894511807757867
"time18 - time22","HCC1143","Control",0.145222811635377,0.064825493276625,55.670206405819,2.24021143989878,0.125087186876681,"X12_13_DiHOME",0.405615629686112
"time0 - time12","HCC38","Control",0.128234089208564,0.0607665120854855,53.0432114365359,2.11027562398458,0.163090189054319,"X12_13_DiHOME",0.404347360833798
"time0 - time18","HCC38","Control",0.0477966322328472,0.0607665120854855,53.0432114365357,0.786562048610057,0.860225300649305,"X12_13_DiHOME",1
"time0 - time22","HCC38","Control",0.173264651651957,0.0607665120854855,53.0432114365359,2.85131803201425,0.0305545359494579,"X12_13_DiHOME",0.0987146546059409
"time12 - time18","HCC38","Control",-0.0804374569757172,0.0607665120854855,53.0432114365359,-1.32371357537452,0.552203022469974,"X12_13_DiHOME",0.959690770085748
"time12 - time22","HCC38","Control",0.0450305624433921,0.0607665120854855,53.0432114365359,0.741042408029668,0.880043214880888,"X12_13_DiHOME",1
"time18 - time22","HCC38","Control",0.125468019419109,0.0607665120854855,53.0432114365359,2.06475598340419,0.178014344433174,"X12_13_DiHOME",0.423203913180753
"time0 - time12","HCC1143","Migration",0.0436934917274479,0.0554719823502178,53.0432114365362,0.787667753634485,0.859725789775183,"X12_13_DiHOME",1
"time0 - time18","HCC1143","Migration",0.174596590967425,0.0554719823502178,53.0432114365362,3.14747343740348,0.0139493761480599,"X12_13_DiHOME",0.0616709261282649
"time0 - time22","HCC1143","Migration",0.269585570480809,0.0554719823502178,53.0432114365362,4.85985102855714,6.27638699456368e-05,"X12_13_DiHOME",0.00040555115964873
"time12 - time18","HCC1143","Migration",0.130903099239977,0.0554719823502178,53.0432114365361,2.35980568376899,0.0976093332434409,"X12_13_DiHOME",0.367127641452942
"time12 - time22","HCC1143","Migration",0.225892078753362,0.0554719823502178,53.0432114365359,4.07218327492265,0.000875599597366272,"X12_13_DiHOME",0.00490335774525112
"time18 - time22","HCC1143","Migration",0.0949889795133845,0.0554719823502178,53.0432114365361,1.71237759115366,0.32754594749122,"X12_13_DiHOME",1
"time0 - time12","HCC38","Migration",0.034179683533999,0.0554719823502178,53.0432114365359,0.616161205817532,0.926484030983069,"X12_13_DiHOME",1
"time0 - time18","HCC38","Migration",0.0687119250000555,0.0554719823502178,53.0432114365361,1.2386780152591,0.605400592423553,"X12_13_DiHOME",1
"time0 - time22","HCC38","Migration",0.19173794373341,0.0554719823502178,53.0432114365359,3.4564826351957,0.00580901053540828,"X12_13_DiHOME",0.0206178965482097
"time12 - time18","HCC38","Migration",0.0345322414660564,0.0554719823502178,53.0432114365359,0.622516809441566,0.924412559927031,"X12_13_DiHOME",1
"time12 - time22","HCC38","Migration",0.157558260199411,0.0554719823502178,53.0432114365364,2.84032142937817,0.0314212848810086,"X12_13_DiHOME",0.0965629730489532
"time18 - time22","HCC38","Migration",0.123026018733355,0.0554719823502178,53.0432114365362,2.2178046199366,0.131616275932295,"X12_13_DiHOME",0.3283891241083
"time0 - time12","HCC1143","Control",0.430730622241478,0.744243098538684,53.0470340975799,0.578749904550294,0.938029366432324,"X12_HHTrE",1
"time0 - time18","HCC1143","Control",0.407171077315643,0.793474056041158,55.759304816294,0.513149830439475,0.955616984053056,"X12_HHTrE",1
"time0 - time22","HCC1143","Control",0.81965409701434,0.744243098538684,53.0470340975797,1.10132576119782,0.690282882145339,"X12_HHTrE",1
"time12 - time18","HCC1143","Control",-0.0235595449258355,0.793474056041159,55.7593048162946,-0.0296916386193898,0.999990475788566,"X12_HHTrE",1
"time12 - time22","HCC1143","Control",0.388923474772862,0.744243098538684,53.0470340975806,0.522575856647525,0.95328254453597,"X12_HHTrE",1
"time18 - time22","HCC1143","Control",0.412483019698697,0.793474056041159,55.7593048162946,0.51984436864474,0.953979728228256,"X12_HHTrE",1
"time0 - time12","HCC38","Control",1.21182857206295,0.744243098538684,53.0470340975806,1.62826981458392,0.371851569131086,"X12_HHTrE",0.747587767422211
"time0 - time18","HCC38","Control",1.56175497326341,0.744243098538684,53.0470340975806,2.09844737066411,0.166873513994901,"X12_HHTrE",0.404347360833798
"time0 - time22","HCC38","Control",4.51003999343434,0.744243098538685,53.0470340975807,6.05990166692814,8.56823963224507e-07,"X12_HHTrE",5.0213869472692e-06
"time12 - time18","HCC38","Control",0.349926401200466,0.744243098538684,53.0470340975809,0.47017755608019,0.965282888699665,"X12_HHTrE",1
"time12 - time22","HCC38","Control",3.29821142137139,0.744243098538684,53.0470340975809,4.43163185234422,0.000269603012018282,"X12_HHTrE",0.00113233265047679
"time18 - time22","HCC38","Control",2.94828502017092,0.744243098538684,53.0470340975809,3.96145429626403,0.00124609591289837,"X12_HHTrE",0.0050647769362966
"time0 - time12","HCC1143","Migration",0.161345070215238,0.679397888895296,53.0470340975807,0.237482442692876,0.995229242218168,"X12_HHTrE",1
"time0 - time18","HCC1143","Migration",0.367152081187028,0.679397888895296,53.0470340975809,0.540408039512779,0.948710532827589,"X12_HHTrE",1
"time0 - time22","HCC1143","Migration",0.361398101964629,0.679397888895296,53.0470340975809,0.531938806215992,0.950913159614413,"X12_HHTrE",1
"time12 - time18","HCC1143","Migration",0.20580701097179,0.679397888895296,53.0470340975807,0.302925596819904,0.990235246379084,"X12_HHTrE",1
"time12 - time22","HCC1143","Migration",0.200053031749391,0.679397888895296,53.0470340975809,0.294456363523116,0.991013742572574,"X12_HHTrE",1
"time18 - time22","HCC1143","Migration",-0.00575397922239899,0.679397888895296,53.0470340975809,-0.00846923329678723,0.999999778746947,"X12_HHTrE",1
"time0 - time12","HCC38","Migration",0.901180129241748,0.679397888895296,53.0470340975809,1.32643940166943,0.550502714217698,"X12_HHTrE",1
"time0 - time18","HCC38","Migration",1.06780283207898,0.679397888895296,53.0470340975807,1.57168994713132,0.403273013972936,"X12_HHTrE",0.832990160009672
"time0 - time22","HCC38","Migration",2.732874138185,0.679397888895296,53.0470340975807,4.02249430393237,0.00102642364518613,"X12_HHTrE",0.0041056945807445
"time12 - time18","HCC38","Migration",0.166622702837232,0.679397888895296,53.0470340975807,0.245250545461897,0.994753358652474,"X12_HHTrE",1
"time12 - time22","HCC38","Migration",1.83169400894325,0.679397888895297,53.0470340975809,2.69605490226294,0.0449878871945237,"X12_HHTrE",0.13030974221862
"time18 - time22","HCC38","Migration",1.66507130610602,0.679397888895296,53.0470340975809,2.45080435680104,0.0798653176536283,"X12_HHTrE",0.207485155141385
"time0 - time12","HCC1143","Control",-1.41581626169478,0.214831379706675,53.0604982206413,-6.59036060573597,1.21529717067581e-07,"X14_HDoHE",1.45835660481097e-06
"time0 - time18","HCC1143","Control",-1.79719195771909,0.22858531840287,56.0318270390652,-7.86223704250173,7.83269449300406e-10,"X14_HDoHE",1.79439910203366e-08
"time0 - time22","HCC1143","Control",-1.66766276187695,0.214831379706676,53.060498220641,-7.76265908711255,1.58733037824987e-09,"X14_HDoHE",2.66671503545979e-08
"time12 - time18","HCC1143","Control",-0.381375696024316,0.22858531840287,56.0318270390646,-1.66841728370394,0.349816225078876,"X14_HDoHE",0.918267590832049
"time12 - time22","HCC1143","Control",-0.251846500182173,0.214831379706676,53.0604982206406,-1.17229848137659,0.646766017880285,"X14_HDoHE",1
"time18 - time22","HCC1143","Control",0.129529195842142,0.22858531840287,56.0318270390646,0.566655797262769,0.94154768689762,"X14_HDoHE",1
"time0 - time12","HCC38","Control",-1.91955820365237,0.214831379706676,53.0604982206408,-8.93518538247659,2.00673921924022e-11,"X14_HDoHE",2.29862856022061e-10
"time0 - time18","HCC38","Control",-2.06651605662052,0.214831379706676,53.0604982206406,-9.6192467759695,3.45279360658424e-14,"X14_HDoHE",5.11825875799546e-13
"time0 - time22","HCC38","Control",-2.16566147900727,0.214831379706676,53.0604982206408,-10.080750223567,0,"X14_HDoHE",0
"time12 - time18","HCC38","Control",-0.146957852968152,0.214831379706676,53.0604982206404,-0.684061393492904,0.902716331886752,"X14_HDoHE",1
"time12 - time22","HCC38","Control",-0.246103275354904,0.214831379706676,53.0604982206404,-1.14556484109038,0.663272955853752,"X14_HDoHE",1
"time18 - time22","HCC38","Control",-0.0991454223867526,0.214831379706676,53.0604982206406,-0.461503447597472,0.967066213335631,"X14_HDoHE",1
"time0 - time12","HCC1143","Migration",-1.61470481026607,0.19611332120884,53.0604982206406,-8.23352947323034,2.79533396430054e-10,"X14_HDoHE",4.69616106002491e-09
"time0 - time18","HCC1143","Migration",-1.77432742645424,0.19611332120884,53.0604982206406,-9.04745998648797,1.27685639839115e-11,"X14_HDoHE",2.29834151710406e-10
"time0 - time22","HCC1143","Migration",-1.51127454696289,0.19611332120884,53.0604982206406,-7.706128975061,1.95589955342967e-09,"X14_HDoHE",2.89933345567222e-08
"time12 - time18","HCC1143","Migration",-0.159622616188169,0.19611332120884,53.0604982206404,-0.813930513257629,0.847617119574432,"X14_HDoHE",1
"time12 - time22","HCC1143","Migration",0.103430263303185,0.19611332120884,53.0604982206404,0.527400498169337,0.952070322850744,"X14_HDoHE",1
"time18 - time22","HCC1143","Migration",0.263052879491355,0.19611332120884,53.0604982206406,1.34133101142697,0.541226335149103,"X14_HDoHE",1
"time0 - time12","HCC38","Migration",-1.33033575249152,0.19611332120884,53.0604982206406,-6.78350529322204,5.94954064903064e-08,"X14_HDoHE",4.15815614913302e-07
"time0 - time18","HCC38","Migration",-1.51504365238749,0.19611332120884,53.0604982206404,-7.72534799292971,1.8218544450832e-09,"X14_HDoHE",1.53035773386989e-08
"time0 - time22","HCC38","Migration",-1.65380202642737,0.19611332120884,53.0604982206408,-8.43288980184191,1.33892896769794e-10,"X14_HDoHE",1.34964039943952e-09
"time12 - time18","HCC38","Migration",-0.184707899895972,0.19611332120884,53.060498220641,-0.941842699707673,0.782510260523484,"X14_HDoHE",1
"time12 - time22","HCC38","Migration",-0.323466273935852,0.19611332120884,53.0604982206408,-1.64938450861986,0.3604454173769,"X14_HDoHE",0.776343975888708
"time18 - time22","HCC38","Migration",-0.13875837403988,0.19611332120884,53.0604982206406,-0.707541808912189,0.893668461322251,"X14_HDoHE",1
"time0 - time12","HCC1143","Control",0.0304006186889054,0.342676413243536,53.0457222108837,0.0887152354641347,0.999746481077584,"X19_20_DiHDPA",1
"time0 - time18","HCC1143","Control",-0.187080375514664,0.365419397121496,55.7294025766914,-0.51196071415022,0.955903943784892,"X19_20_DiHDPA",1
"time0 - time22","HCC1143","Control",-0.2258566033891,0.342676413243536,53.0457222108843,-0.659095854457266,0.911872954754465,"X19_20_DiHDPA",1
"time12 - time18","HCC1143","Control",-0.217480994203569,0.365419397121496,55.7294025766924,-0.595154488012197,0.933125742441718,"X19_20_DiHDPA",1
"time12 - time22","HCC1143","Control",-0.256257222078005,0.342676413243536,53.0457222108858,-0.747811089921401,0.877190072318214,"X19_20_DiHDPA",1
"time18 - time22","HCC1143","Control",-0.0387762278744359,0.365419397121496,55.7294025766926,-0.106114311883514,0.999567016541231,"X19_20_DiHDPA",1
"time0 - time12","HCC38","Control",1.20806142867025e-14,0.342676413243536,53.0457222108858,3.52537082209884e-14,1,"X19_20_DiHDPA",1
"time0 - time18","HCC38","Control",-0.264385618977464,0.342676413243536,53.0457222108858,-0.771531417861458,0.866931395414285,"X19_20_DiHDPA",1
"time0 - time22","HCC38","Control",-0.573249722222227,0.342676413243536,53.0457222108855,-1.67286016798251,0.347986309841725,"X19_20_DiHDPA",0.712947561626949
"time12 - time18","HCC38","Control",-0.264385618977477,0.342676413243536,53.0457222108858,-0.771531417861493,0.866931395414269,"X19_20_DiHDPA",1
"time12 - time22","HCC38","Control",-0.573249722222239,0.342676413243536,53.0457222108858,-1.67286016798255,0.347986309841707,"X19_20_DiHDPA",0.712947561626949
"time18 - time22","HCC38","Control",-0.308864103244762,0.342676413243536,53.0457222108858,-0.901328750121053,0.804151161536146,"X19_20_DiHDPA",1
"time0 - time12","HCC1143","Migration",-0.402506249879814,0.312819335764078,53.045722210886,-1.28670514850583,0.575332804684444,"X19_20_DiHDPA",1
"time0 - time18","HCC1143","Migration",-0.518505218731468,0.312819335764078,53.045722210886,-1.65752291962704,0.35610158917618,"X19_20_DiHDPA",1
"time0 - time22","HCC1143","Migration",-0.451303208084457,0.312819335764078,53.0457222108862,-1.44269601168395,0.478945369380359,"X19_20_DiHDPA",1
"time12 - time18","HCC1143","Migration",-0.115998968851653,0.312819335764078,53.0457222108858,-0.370817771121212,0.982406341472084,"X19_20_DiHDPA",1
"time12 - time22","HCC1143","Migration",-0.0487969582046423,0.312819335764078,53.045722210886,-0.155990863178112,0.998630742479619,"X19_20_DiHDPA",1
"time18 - time22","HCC1143","Migration",0.0672020106470111,0.312819335764078,53.0457222108862,0.214826907943099,0.996454209696435,"X19_20_DiHDPA",1
"time0 - time12","HCC38","Migration",-1.02745604751667,0.312819335764078,53.0457222108864,-3.28450300237052,0.00952370974151373,"X19_20_DiHDPA",0.0328763678748145
"time0 - time18","HCC38","Migration",-1.12387875277695,0.312819335764078,53.0457222108862,-3.59274067899868,0.00388171454012176,"X19_20_DiHDPA",0.0143851774133924
"time0 - time22","HCC38","Migration",-0.920146682554209,0.312819335764078,53.0457222108862,-2.94146357771236,0.0242162372898562,"X19_20_DiHDPA",0.078237074321074
"time12 - time18","HCC38","Migration",-0.0964227052602833,0.312819335764078,53.045722210886,-0.308237676628159,0.989725579186723,"X19_20_DiHDPA",1
"time12 - time22","HCC38","Migration",0.107309364962457,0.312819335764078,53.0457222108855,0.343039424658158,0.985962994999423,"X19_20_DiHDPA",1
"time18 - time22","HCC38","Migration",0.20373207022274,0.312819335764078,53.0457222108858,0.651277101286317,0.91464132482904,"X19_20_DiHDPA",1
"time0 - time12","HCC1143","Control",0.267970000577095,0.84904028409298,53.0604982206411,0.315615178216619,0.988989974959816,"X5_6_DiHETrE",1
"time0 - time18","HCC1143","Control",0.371729375396789,0.903397557383125,56.0318270390652,0.411479278816714,0.97627039038894,"X5_6_DiHETrE",1
"time0 - time22","HCC1143","Control",1.50350774195423,0.849040284092981,53.0604982206404,1.77083204427739,0.298595821404429,"X5_6_DiHETrE",0.809098354773292
"time12 - time18","HCC1143","Control",0.103759374819694,0.903397557383126,56.0318270390648,0.114854610765446,0.999451428203701,"X5_6_DiHETrE",1
"time12 - time22","HCC1143","Control",1.23553774137714,0.849040284092983,53.0604982206406,1.45521686606077,0.471391744008287,"X5_6_DiHETrE",1
"time18 - time22","HCC1143","Control",1.13177836655744,0.903397557383126,56.0318270390646,1.25280211055238,0.5963799705412,"X5_6_DiHETrE",1
"time0 - time12","HCC38","Control",0.39999999999996,0.849040284092982,53.0604982206404,0.471120166491599,0.965085750599066,"X5_6_DiHETrE",1
"time0 - time18","HCC38","Control",2.37414707229693,0.849040284092982,53.0604982206406,2.79627140994045,0.035113828359254,"X5_6_DiHETrE",0.11200866767762
"time0 - time22","HCC38","Control",1.24491953671227,0.849040284092982,53.0604982206406,1.46626674851146,0.464759239596675,"X5_6_DiHETrE",0.848690785350449
"time12 - time18","HCC38","Control",1.97414707229697,0.849040284092983,53.0604982206408,2.32515124344885,0.105161486459746,"X5_6_DiHETrE",0.28740466807264
"time12 - time22","HCC38","Control",0.844919536712306,0.849040284092983,53.0604982206408,0.995146582019865,0.752802059916174,"X5_6_DiHETrE",1
"time18 - time22","HCC38","Control",-1.12922753558466,0.849040284092982,53.0604982206408,-1.33000466142899,0.548279040575212,"X5_6_DiHETrE",0.959690770085748
"time0 - time12","HCC1143","Migration",0.556641667147428,0.775064193047202,53.0604982206408,0.71818782513867,0.889428964898079,"X5_6_DiHETrE",1
"time0 - time18","HCC1143","Migration",1.09465777688929,0.775064193047201,53.0604982206408,1.41234466346019,0.497397493013173,"X5_6_DiHETrE",1
"time0 - time22","HCC1143","Migration",0.82080208393429,0.775064193047202,53.0604982206408,1.05901174547526,0.715649402048163,"X5_6_DiHETrE",1
"time12 - time18","HCC1143","Migration",0.538016109741866,0.775064193047202,53.060498220641,0.69415683832152,0.898877536116933,"X5_6_DiHETrE",1
"time12 - time22","HCC1143","Migration",0.264160416786862,0.775064193047202,53.0604982206406,0.340823920336588,0.986225089891146,"X5_6_DiHETrE",1
"time18 - time22","HCC1143","Migration",-0.273855692955004,0.775064193047202,53.0604982206406,-0.353332917984932,0.98470409780327,"X5_6_DiHETrE",1
"time0 - time12","HCC38","Migration",1.65172935715094,0.775064193047202,53.0604982206406,2.1310871692538,0.156585499507376,"X5_6_DiHETrE",0.379418710344795
"time0 - time18","HCC38","Migration",1.40935276222901,0.775064193047202,53.0604982206406,1.8183690781638,0.276236092215685,"X5_6_DiHETrE",0.616030931312854
"time0 - time22","HCC38","Migration",3.22503648919245,0.775064193047202,53.0604982206406,4.16099275146883,0.000657186827610845,"X5_6_DiHETrE",0.00271493574685136
"time12 - time18","HCC38","Migration",-0.242376594921934,0.775064193047202,53.060498220641,-0.312718091090002,0.989282740273283,"X5_6_DiHETrE",1
"time12 - time22","HCC38","Migration",1.57330713204151,0.775064193047202,53.0604982206404,2.02990558221503,0.190102664393408,"X5_6_DiHETrE",0.44357288358462
"time18 - time22","HCC38","Migration",1.81568372696344,0.775064193047202,53.0604982206404,2.34262367330504,0.1012943034791,"X5_6_DiHETrE",0.257840045219527
"time0 - time12","HCC1143","Control",0.100473082928503,0.517345733211975,53.0515636684115,0.194208778537147,0.997371560900539,"X8iso_PGA1",1
"time0 - time18","HCC1143","Control",0.163249899577331,0.551184788176737,55.8575823643339,0.296179980070468,0.990864175971411,"X8iso_PGA1",1
"time0 - time22","HCC1143","Control",0.034276601130013,0.517345733211975,53.0515636684124,0.0662547285684651,0.999894253917655,"X8iso_PGA1",1
"time12 - time18","HCC1143","Control",0.0627768166488285,0.551184788176737,55.8575823643358,0.113894320009244,0.999465005435167,"X8iso_PGA1",1
"time12 - time22","HCC1143","Control",-0.0661964817984896,0.517345733211976,53.0515636684144,-0.127954049968682,0.999241918129854,"X8iso_PGA1",1
"time18 - time22","HCC1143","Control",-0.128973298447318,0.551184788176737,55.8575823643364,-0.23399284815887,0.995436420954797,"X8iso_PGA1",1
"time0 - time12","HCC38","Control",-1.30075201642943,0.517345733211976,53.0515636684158,-2.51427997357515,0.0691543395874373,"X8iso_PGA1",0.200309121563612
"time0 - time18","HCC38","Control",-1.7498769145118,0.517345733211976,53.0515636684156,-3.38241296327616,0.00720152516829065,"X8iso_PGA1",0.0274967324607461
"time0 - time22","HCC38","Control",-1.73003255645213,0.517345733211976,53.0515636684156,-3.34405494312499,0.00803992795549113,"X8iso_PGA1",0.0299161812994731
"time12 - time18","HCC38","Control",-0.44912489808237,0.517345733211976,53.0515636684149,-0.868132989701003,0.82120664219992,"X8iso_PGA1",1
"time12 - time22","HCC38","Control",-0.429280540022705,0.517345733211976,53.0515636684147,-0.829774969549835,0.840089916006365,"X8iso_PGA1",1
"time18 - time22","HCC38","Control",0.0198443580596653,0.517345733211976,53.0515636684147,0.0383580201511672,0.999979456037745,"X8iso_PGA1",1
"time0 - time12","HCC1143","Migration",0.0549496712133695,0.472269880182082,53.0515636684156,0.116352267038889,0.99942935565604,"X8iso_PGA1",1
"time0 - time18","HCC1143","Migration",0.218248620995652,0.472269880182082,53.0515636684156,0.462126911230305,0.96693988561103,"X8iso_PGA1",1
"time0 - time22","HCC1143","Migration",0.242373267520104,0.472269880182082,53.0515636684154,0.513209242619194,0.955584117621683,"X8iso_PGA1",1
"time12 - time18","HCC1143","Migration",0.163298949782282,0.472269880182081,53.0515636684149,0.345774644191417,0.985635154448822,"X8iso_PGA1",1
"time12 - time22","HCC1143","Migration",0.187423596306734,0.472269880182081,53.0515636684147,0.396856975580306,0.978601266753718,"X8iso_PGA1",1
"time18 - time22","HCC1143","Migration",0.0241246465244519,0.472269880182081,53.0515636684149,0.0510823313888889,0.999951501087127,"X8iso_PGA1",1
"time0 - time12","HCC38","Migration",0.0208229244448264,0.472269880182081,53.0515636684149,0.0440911549065934,0.999968804729073,"X8iso_PGA1",1
