"contrast","cellline","condition","estimate","SE","df","t.ratio","p.value","lipid","p_adj"
"time0 - time12","HCC38","Migration",1.77155943667995,0.429418392036774,53.0220698839558,4.12548570236423,0.000737793600656733,"FA22.5_w6",0.00299877398976608
"time0 - time18","HCC38","Migration",3.17938591904932,0.429418392036774,53.0220698839558,7.40393513181674,6.00383509574698e-09,"FA22.5_w6",4.44990130625953e-08
"time0 - time22","HCC38","Migration",2.88367149525486,0.429418392036774,53.0220698839558,6.7152957319255,7.68157053521179e-08,"FA22.5_w6",5.09409414440361e-07
"time12 - time18","HCC38","Migration",1.40782648236938,0.429418392036774,53.0220698839558,3.27844942945251,0.00968989328677317,"FA22.5_w6",0.0329980149765789
"time12 - time22","HCC38","Migration",1.11211205857491,0.429418392036774,53.0220698839556,2.58981002956126,0.0580267752939601,"FA22.5_w6",0.153923656569241
"time18 - time22","HCC38","Migration",-0.295714423794467,0.429418392036774,53.0220698839556,-0.688639399891244,0.900984837417214,"FA22.5_w6",1
"time0 - time12","HCC1143","Control",-0.246501032446288,0.773765842785437,53.0604982206408,-0.318573163631677,0.988685828679618,"FA22.6_w3",1
"time0 - time18","HCC1143","Control",0.019710675248362,0.82330389435598,56.0318270390646,0.0239409474235275,0.999995006837115,"FA22.6_w3",1
"time0 - time22","HCC1143","Control",0.267299095042516,0.773765842785438,53.0604982206408,0.345452177212012,0.985674084268222,"FA22.6_w3",1
"time12 - time18","HCC1143","Control",0.26621170769465,0.82330389435598,56.0318270390646,0.323345619423908,0.98819117969715,"FA22.6_w3",1
"time12 - time22","HCC1143","Control",0.513800127488804,0.773765842785438,53.0604982206404,0.664025340843688,0.910103268971363,"FA22.6_w3",1
"time18 - time22","HCC1143","Control",0.247588419794154,0.823303894355981,56.0318270390646,0.300725432603264,0.990447558789856,"FA22.6_w3",1
"time0 - time12","HCC38","Control",1.9068445090371,0.773765842785438,53.0604982206406,2.46436893902263,0.0774636560250244,"FA22.6_w3",0.216898236870068
"time0 - time18","HCC38","Control",2.47703323580317,0.773765842785438,53.0604982206406,3.20126981424539,0.0120230464420451,"FA22.6_w3",0.0432829671913624
"time0 - time22","HCC38","Control",2.75004343076442,0.773765842785437,53.0604982206408,3.55410290646158,0.00435530853408439,"FA22.6_w3",0.0174212341363376
"time12 - time18","HCC38","Control",0.570188726766063,0.773765842785438,53.0604982206406,0.736900875222756,0.881772660615049,"FA22.6_w3",1
"time12 - time22","HCC38","Control",0.843198921727316,0.773765842785438,53.0604982206406,1.08973396743895,0.697282385042616,"FA22.6_w3",1
"time18 - time22","HCC38","Control",0.273010194961253,0.773765842785438,53.0604982206406,0.352833092216191,0.984766815824539,"FA22.6_w3",1
"time0 - time12","HCC1143","Migration",-0.275770209228928,0.706348343867633,53.0604982206408,-0.39041672798288,0.979585950322536,"FA22.6_w3",1
"time0 - time18","HCC1143","Migration",0.105457122809836,0.706348343867634,53.0604982206406,0.1492990303232,0.998798544484165,"FA22.6_w3",1
"time0 - time22","HCC1143","Migration",0.18935497335339,0.706348343867634,53.0604982206404,0.268075907584876,0.993179426703406,"FA22.6_w3",1
"time12 - time18","HCC1143","Migration",0.381227332038764,0.706348343867634,53.0604982206406,0.53971575830608,0.948892803334928,"FA22.6_w3",1
"time12 - time22","HCC1143","Migration",0.465125182582318,0.706348343867634,53.0604982206406,0.658492635567756,0.912088366320069,"FA22.6_w3",1
"time18 - time22","HCC1143","Migration",0.083897850543554,0.706348343867634,53.0604982206404,0.118776877261676,0.999393071218971,"FA22.6_w3",1
"time0 - time12","HCC38","Migration",1.35684732495055,0.706348343867634,53.0604982206408,1.92093226625419,0.231728082745707,"FA22.6_w3",0.521388186177842
"time0 - time18","HCC38","Migration",1.97416742037806,0.706348343867634,53.0604982206404,2.79489212018031,0.0352355108812135,"FA22.6_w3",0.106980105326094
"time0 - time22","HCC38","Migration",4.12711165152213,0.706348343867634,53.0604982206406,5.84288430397386,1.89057603050546e-06,"FA22.6_w3",1.0357068688856e-05
"time12 - time18","HCC38","Migration",0.617320095427512,0.706348343867634,53.0604982206408,0.873959853926117,0.818259352874493,"FA22.6_w3",1
"time12 - time22","HCC38","Migration",2.77026432657158,0.706348343867633,53.060498220641,3.92195203771967,0.00141124195365017,"FA22.6_w3",0.00547127649722834
"time18 - time22","HCC38","Migration",2.15294423114407,0.706348343867635,53.0604982206404,3.04799218379355,0.0182674619771463,"FA22.6_w3",0.0597844210161153
"time0 - time12","HCC1143","Control",2.28673619775462e-13,0.206688300062273,53.0604982144195,1.10636944474634e-12,1,"GCDCA",1
"time0 - time18","HCC1143","Control",2.35400640654054e-13,0.219920902551318,56.0318269257538,1.07038775270179e-12,1,"GCDCA",1
"time0 - time22","HCC1143","Control",2.24965267662787e-13,0.206688300062273,53.06049821442,1.08842768359413e-12,1,"GCDCA",1
"time12 - time18","HCC1143","Control",6.72702087859225e-15,0.219920902551318,56.0318269257538,3.0588365182898e-14,1,"GCDCA",1
"time12 - time22","HCC1143","Control",-3.70835211267517e-15,0.206688300062272,53.0604982144197,-1.79417611522176e-14,1,"GCDCA",1
"time18 - time22","HCC1143","Control",-1.04353729912674e-14,0.219920902551318,56.0318269257536,-4.74505736844744e-14,1,"GCDCA",1
"time0 - time12","HCC38","Control",-5.95178139178234e-14,0.206688300062273,53.06049821442,-2.87959279262016e-13,1,"GCDCA",1
"time0 - time18","HCC38","Control",-5.80938078095652e-14,0.206688300062273,53.06049821442,-2.81069648316147e-13,1,"GCDCA",1
"time0 - time22","HCC38","Control",-5.86305581893268e-14,0.206688300062273,53.06049821442,-2.83666555734708e-13,1,"GCDCA",1
"time12 - time18","HCC38","Control",1.42400610825818e-15,0.206688300062272,53.0604982144197,6.88963094586943e-15,1,"GCDCA",1
"time12 - time22","HCC38","Control",8.87255728496643e-16,0.206688300062272,53.0604982144197,4.29272352730815e-15,1,"GCDCA",1
"time18 - time22","HCC38","Control",-5.36750379761535e-16,0.206688300062272,53.0604982144198,-2.59690741856128e-15,1,"GCDCA",1
"time0 - time12","HCC1143","Migration",-5.8034114900988e-14,0.188679740527505,53.06049821442,-3.07580001640547e-13,1,"GCDCA",1
"time0 - time18","HCC1143","Migration",-5.60872548348502e-14,0.188679740527505,53.06049821442,-2.97261670373529e-13,1,"GCDCA",1
"time0 - time22","HCC1143","Migration",-5.50030008975509e-14,0.188679740527505,53.0604982144202,-2.91515139589312e-13,1,"GCDCA",1
"time12 - time18","HCC1143","Migration",1.94686006613774e-15,0.188679740527505,53.0604982144198,1.03183312670177e-14,1,"GCDCA",1
"time12 - time22","HCC1143","Migration",3.03111400343709e-15,0.188679740527505,53.0604982144198,1.60648620512345e-14,1,"GCDCA",1
"time18 - time22","HCC1143","Migration",1.08425393729935e-15,0.188679740527505,53.0604982144198,5.74653078421683e-15,1,"GCDCA",1
"time0 - time12","HCC38","Migration",-0.502752742541643,0.188679740527505,53.0604982144197,-2.66458254148571,0.0485504396165356,"GCDCA",0.134447371245791
"time0 - time18","HCC38","Migration",-0.502752742541644,0.188679740527505,53.0604982144197,-2.66458254148571,0.0485504396165352,"GCDCA",0.134447371245791
"time0 - time22","HCC38","Migration",-0.502752742541643,0.188679740527505,53.0604982144197,-2.66458254148571,0.048550439616535,"GCDCA",0.134447371245791
"time12 - time18","HCC38","Migration",-1.13570177567857e-15,0.188679740527505,53.0604982144197,-6.01920361191618e-15,1,"GCDCA",1
"time12 - time22","HCC38","Migration",-6.99960922556642e-16,0.188679740527505,53.0604982144197,-3.70978315212705e-15,1,"GCDCA",1
"time18 - time22","HCC38","Migration",4.35740853121924e-16,0.188679740527505,53.0604982144198,2.30942045978913e-15,1,"GCDCA",1
"time0 - time12","HCC1143","Control",-0.00773319275470712,0.105468605234422,53.0604982206413,-0.0733222245379918,0.999856731771365,"GLCA",1
"time0 - time18","HCC1143","Control",-0.109036789376106,0.112220918293846,56.0318270390654,-0.971626244321027,0.766048318755983,"GLCA",1
"time0 - time22","HCC1143","Control",-0.210405824037022,0.105468605234422,53.0604982206406,-1.99496166247158,0.202817136889853,"GLCA",0.615782150557144
"time12 - time18","HCC1143","Control",-0.101303596621399,0.112220918293846,56.0318270390646,-0.902715805231069,0.803422483621174,"GLCA",1
"time12 - time22","HCC1143","Control",-0.202672631282315,0.105468605234422,53.0604982206404,-1.92163943793359,0.231439143635535,"GLCA",0.670375450530515
"time18 - time22","HCC1143","Control",-0.101369034660916,0.112220918293846,56.0318270390644,-0.903298923249629,0.803116665073706,"GLCA",1
"time0 - time12","HCC38","Control",-0.0222260143901383,0.105468605234422,53.060498220641,-0.210735833101586,0.99665066323242,"GLCA",1
"time0 - time18","HCC38","Control",-0.100552204158193,0.105468605234422,53.0604982206406,-0.953385170257044,0.776190315015605,"GLCA",1
"time0 - time22","HCC38","Control",-0.0822369248987184,0.105468605234422,53.060498220641,-0.779728950771015,0.863293582349133,"GLCA",1
"time12 - time18","HCC38","Control",-0.0783261897680543,0.105468605234422,53.0604982206406,-0.742649337155457,0.87936901279593,"GLCA",1
"time12 - time22","HCC38","Control",-0.0600109105085802,0.105468605234422,53.0604982206406,-0.568993117669429,0.940857983150141,"GLCA",1
"time18 - time22","HCC38","Control",0.0183152792594741,0.105468605234422,53.0604982206406,0.173656219486028,0.998115232220073,"GLCA",1
"time0 - time12","HCC1143","Migration",-0.00809227637502496,0.0962792236591674,53.0604982206406,-0.0840500792120215,0.999784341260791,"GLCA",1
"time0 - time18","HCC1143","Migration",-0.132808460107573,0.0962792236591675,53.0604982206406,-1.37940933734282,0.517627686681938,"GLCA",1
"time0 - time22","HCC1143","Migration",-0.145850634677978,0.0962792236591675,53.0604982206406,-1.51487132046572,0.43598074335458,"GLCA",1
"time12 - time18","HCC1143","Migration",-0.124716183732548,0.0962792236591675,53.0604982206404,-1.2953592581308,0.569916517263039,"GLCA",1
"time12 - time22","HCC1143","Migration",-0.137758358302953,0.0962792236591676,53.0604982206404,-1.4308212412537,0.486139739168027,"GLCA",1
"time18 - time22","HCC1143","Migration",-0.0130421745704045,0.0962792236591676,53.0604982206404,-0.135461983122904,0.999101194736412,"GLCA",1
"time0 - time12","HCC38","Migration",-0.164703532805795,0.0962792236591675,53.0604982206406,-1.71068613295899,0.328403449040584,"GLCA",0.71342818239851
"time0 - time18","HCC38","Migration",-0.125222390720731,0.0962792236591675,53.0604982206406,-1.30061695515975,0.566628085123009,"GLCA",1
"time0 - time22","HCC38","Migration",-0.0616651010238834,0.0962792236591676,53.0604982206404,-0.640481909598486,0.918385221844588,"GLCA",1
"time12 - time18","HCC38","Migration",0.0394811420850638,0.0962792236591676,53.0604982206406,0.410069177799238,0.976490006057535,"GLCA",1
"time12 - time22","HCC38","Migration",0.103038431781912,0.0962792236591676,53.0604982206406,1.0702042233605,0.708990998644057,"GLCA",1
"time18 - time22","HCC38","Migration",0.0635572896968478,0.0962792236591676,53.0604982206404,0.660135045561265,0.911501563017938,"GLCA",1
"time0 - time12","HCC1143","Control",-0.333596902674383,0.177672403474243,53.0305984657955,-1.87759548557435,0.249911817901691,"HCA",0.715656569445751
"time0 - time18","HCC1143","Control",-0.425255065784233,0.189953319859874,55.3248397041377,-2.2387345801481,0.125547694902844,"HCA",0.405615629686112
"time0 - time22","HCC1143","Control",-0.501285901505327,0.177672403474243,53.0305984657955,-2.82140552895711,0.0329655941734647,"HCA",0.120396083068306
"time12 - time18","HCC1143","Control",-0.0916581631098502,0.189953319859874,55.3248397041382,-0.482529935130721,0.962658751259841,"HCA",1
"time12 - time22","HCC1143","Control",-0.167688998830944,0.177672403474243,53.030598465796,-0.943810043382758,0.781437870411859,"HCA",1
"time18 - time22","HCC1143","Control",-0.0760308357210936,0.189953319859874,55.3248397041382,-0.400260631281309,0.978078647584868,"HCA",1
"time0 - time12","HCC38","Control",0.220664573688623,0.177672403474243,53.0305984657962,1.24197438304262,0.603338764011273,"HCA",1
"time0 - time18","HCC38","Control",-0.0506317560222541,0.177672403474243,53.0305984657962,-0.284972539528876,0.991836730064698,"HCA",1
"time0 - time22","HCC38","Control",-0.0825092867445301,0.177672403474243,53.0305984657962,-0.464389996032735,0.966478933597077,"HCA",1
"time12 - time18","HCC38","Control",-0.271296329710877,0.177672403474243,53.0305984657964,-1.5269469225715,0.428943953249448,"HCA",0.817648486010638
"time12 - time22","HCC38","Control",-0.303173860433153,0.177672403474243,53.0305984657962,-1.70636437907536,0.330614336339959,"HCA",0.694290106313913
"time18 - time22","HCC38","Control",-0.031877530722276,0.177672403474243,53.0305984657962,-0.179417456503859,0.997923006091506,"HCA",1
"time0 - time12","HCC1143","Migration",-0.0927269051901174,0.162191972048337,53.0305984657964,-0.571710819093333,0.940077455746967,"HCA",1
"time0 - time18","HCC1143","Migration",-0.0780551459255228,0.162191972048337,53.0305984657965,-0.481251599199131,0.962923020839825,"HCA",1
"time0 - time22","HCC1143","Migration",0.0226849310365027,0.162191972048337,53.0305984657965,0.139864697062455,0.999011144697543,"HCA",1
"time12 - time18","HCC1143","Migration",0.0146717592645946,0.162191972048337,53.0305984657962,0.0904592198942011,0.999731266240421,"HCA",1
"time12 - time22","HCC1143","Migration",0.11541183622662,0.162191972048337,53.0305984657962,0.711575516155787,0.892071874331211,"HCA",1
"time18 - time22","HCC1143","Migration",0.100740076962026,0.162191972048337,53.0305984657962,0.621116296261586,0.924871652442113,"HCA",1
"time0 - time12","HCC38","Migration",-0.00163847305892736,0.162191972048337,53.0305984657962,-0.0101020601589274,0.999999624522886,"HCA",1
"time0 - time18","HCC38","Migration",-0.0728533920446358,0.162191972048337,53.0305984657962,-0.449180012577466,0.969502032003395,"HCA",1
"time0 - time22","HCC38","Migration",-0.137916484045154,0.162191972048337,53.0305984657964,-0.850328671039598,0.830085191262695,"HCA",1
"time12 - time18","HCC38","Migration",-0.0712149189857084,0.162191972048337,53.0305984657964,-0.439077952418538,0.971414377666641,"HCA",1
"time12 - time22","HCC38","Migration",-0.136278010986226,0.162191972048337,53.0305984657962,-0.840226610880671,0.83503581442619,"HCA",1
"time18 - time22","HCC38","Migration",-0.065063092000518,0.162191972048337,53.0305984657962,-0.401148658462132,0.977928894631153,"HCA",1
"time0 - time12","HCC1143","Control",-0.332915122733977,0.729558437095651,53.04530226896,-0.456324134992259,0.968103809769261,"PGE2",1
"time0 - time18","HCC1143","Control",-1.82884205321191,0.778029964104314,55.7196850527461,-2.35060619460501,0.0989671575153424,"PGE2",0.33252964925155
"time0 - time22","HCC1143","Control",-0.954625157372712,0.729558437095652,53.0453022689605,-1.3084971797092,0.561703264997022,"PGE2",1
"time12 - time18","HCC1143","Control",-1.49592693047794,0.778029964104313,55.7196850527463,-1.92271120585964,0.230415796518115,"PGE2",0.670375450530515
"time12 - time22","HCC1143","Control",-0.621710034638735,0.729558437095651,53.0453022689598,-0.852173044716942,0.829174511396036,"PGE2",1
"time18 - time22","HCC1143","Control",0.874216895839201,0.778029964104314,55.7196850527461,1.12362882687381,0.676634246615871,"PGE2",1
"time0 - time12","HCC38","Control",-4.31560096818461,0.729558437095651,53.0453022689596,-5.91536023538414,1.45313262989166e-06,"PGE2",7.79126431346168e-06
"time0 - time18","HCC38","Control",-4.83193844192227,0.729558437095651,53.0453022689595,-6.62309994132625,1.07809825289351e-07,"PGE2",6.96617332638884e-07
"time0 - time22","HCC38","Control",-4.75183085600553,0.729558437095651,53.0453022689595,-6.51329710464651,1.6172860684005e-07,"PGE2",1.01889022309232e-06
"time12 - time18","HCC38","Control",-0.51633747373766,0.729558437095651,53.0453022689596,-0.707739705942107,0.89359029427972,"PGE2",1
"time12 - time22","HCC38","Control",-0.436229887820919,0.729558437095651,53.0453022689596,-0.597936869262366,0.932246738495399,"PGE2",1
"time18 - time22","HCC38","Control",0.0801075859167408,0.729558437095651,53.0453022689598,0.109802836679741,0.999520115330478,"PGE2",1
"time0 - time12","HCC1143","Migration",-2.19540882567415,0.66599268835917,53.0453022689596,-3.2964458379912,0.00920731202857239,"PGE2",0.0414329041285758
"time0 - time18","HCC1143","Migration",-2.58239684148872,0.66599268835917,53.0453022689595,-3.87751530403594,0.00162280347192045,"PGE2",0.0088901407592164
"time0 - time22","HCC1143","Migration",-2.29290257579435,0.66599268835917,53.0453022689593,-3.44283445730231,0.0060449531331821,"PGE2",0.029869180187488
"time12 - time18","HCC1143","Migration",-0.386988015814566,0.66599268835917,53.0453022689596,-0.581069466044744,0.93734579641255,"PGE2",1
"time12 - time22","HCC1143","Migration",-0.0974937501201971,0.66599268835917,53.0453022689596,-0.146388619311116,0.998867056937085,"PGE2",1
"time18 - time22","HCC1143","Migration",0.289494265694369,0.66599268835917,53.0453022689598,0.434680846733628,0.972223254144323,"PGE2",1
"time0 - time12","HCC38","Migration",-3.12912403190468,0.66599268835917,53.0453022689593,-4.69843601378569,0.000109388346096861,"PGE2",0.000475273503731191
"time0 - time18","HCC38","Migration",-3.33529723145482,0.66599268835917,53.0453022689593,-5.00800878110555,3.74713167774487e-05,"PGE2",0.000178165506187115
"time0 - time22","HCC38","Migration",-3.24320706095002,0.66599268835917,53.0453022689595,-4.8697337337748,6.06473693787191e-05,"PGE2",0.000272913162204236
"time12 - time18","HCC38","Migration",-0.206173199550141,0.66599268835917,53.0453022689593,-0.309572767319859,0.989594860159268,"PGE2",1
"time12 - time22","HCC38","Migration",-0.114083029045344,0.66599268835917,53.0453022689595,-0.17129771998911,0.998190399225177,"PGE2",1
"time18 - time22","HCC38","Migration",0.0920901705047972,0.665992688359171,53.0453022689596,0.138275047330749,0.999044316283305,"PGE2",1
"time0 - time12","HCC1143","Control",0.436682304893808,0.461160512381356,53.0604982206411,0.946920417446093,0.779738100754853,"PGK2",1
"time0 - time18","HCC1143","Control",-0.0125159313921134,0.490684939516065,56.031827039065,-0.0255070624430762,0.999993961629115,"PGK2",1
"time0 - time22","HCC1143","Control",0.96040879105124,0.461160512381356,53.0604982206406,2.08259112665967,0.172046141736631,"PGK2",0.535254663180629
"time12 - time18","HCC1143","Control",-0.449198236285921,0.490684939516066,56.0318270390646,-0.915451443708338,0.796700672558452,"PGK2",1
"time12 - time22","HCC1143","Control",0.523726486157432,0.461160512381357,53.0604982206406,1.13567070921358,0.669350122805163,"PGK2",1
"time18 - time22","HCC1143","Control",0.972924722443353,0.490684939516066,56.0318270390646,1.98278904464215,0.206715191468477,"PGK2",0.62014557440543
"time0 - time12","HCC38","Control",0.44719546644003,0.461160512381357,53.0604982206406,0.969717602512813,0.767138040247001,"PGK2",1
"time0 - time18","HCC38","Control",-0.364663205779604,0.461160512381357,53.0604982206406,-0.790751150605985,0.858328515339499,"PGK2",1
"time0 - time22","HCC38","Control",-0.16564554069088,0.461160512381357,53.060498220641,-0.359192810840447,0.983956594985816,"PGK2",1
"time12 - time18","HCC38","Control",-0.811858672219633,0.461160512381357,53.0604982206404,-1.7604687531188,0.30361252678874,"PGK2",0.654881921074073
"time12 - time22","HCC38","Control",-0.61284100713091,0.461160512381357,53.0604982206406,-1.32891041335326,0.54896106348727,"PGK2",0.959690770085748
"time18 - time22","HCC38","Control",0.199017665088723,0.461160512381357,53.0604982206406,0.431558339765538,0.972789050177371,"PGK2",1
"time0 - time12","HCC1143","Migration",-0.605408916906058,0.420980025436516,53.0604982206406,-1.43809416201709,0.481728552365866,"PGK2",1
"time0 - time18","HCC1143","Migration",-0.17152548581689,0.420980025436516,53.0604982206406,-0.407443288167971,0.976919471753123,"PGK2",1
"time0 - time22","HCC1143","Migration",-0.502828956616333,0.420980025436516,53.0604982206406,-1.19442473807385,0.633025051195619,"PGK2",1
"time12 - time18","HCC1143","Migration",0.433883431089168,0.420980025436516,53.0604982206406,1.03065087384911,0.732334894471743,"PGK2",1
"time12 - time22","HCC1143","Migration",0.102579960289724,0.420980025436516,53.0604982206404,0.243669423943235,0.994852630269741,"PGK2",1
"time18 - time22","HCC1143","Migration",-0.331303470799443,0.420980025436516,53.0604982206406,-0.786981449905879,0.860036049789198,"PGK2",1
"time0 - time12","HCC38","Migration",-0.331221198861259,0.420980025436516,53.060498220641,-0.7867860203529,0.860124305640691,"PGK2",1
"time0 - time18","HCC38","Migration",-0.757133055423847,0.420980025436516,53.0604982206404,-1.79850113942763,0.285450040989153,"PGK2",0.630994827449708
"time0 - time22","HCC38","Migration",-0.658803421912544,0.420980025436516,53.0604982206406,-1.56492798257929,0.40710592689772,"PGK2",0.834070679497767
"time12 - time18","HCC38","Migration",-0.425911856562588,0.420980025436516,53.0604982206404,-1.01171511907473,0.743312868201281,"PGK2",1
"time12 - time22","HCC38","Migration",-0.327582223051285,0.420980025436516,53.0604982206404,-0.778141962226387,0.864001526055259,"PGK2",1
"time18 - time22","HCC38","Migration",0.0983296335113035,0.420980025436516,53.0604982206404,0.233573156848345,0.995457705225744,"PGK2",1
"time0 - time12","HCC1143","Control",0.0258087389160883,0.0720730381241995,53.0604982206399,0.358091452612466,0.984098808915098,"TCA",1
"time0 - time18","HCC1143","Control",-0.0833712942378586,0.0766872995480297,56.031827039064,-1.08715908278453,0.698757450440201,"TCA",1
"time0 - time22","HCC1143","Control",-0.0797423945824146,0.0720730381241995,53.0604982206397,-1.10641089452895,0.687200733925509,"TCA",1
"time12 - time18","HCC1143","Control",-0.109180033153947,0.0766872995480298,56.0318270390648,-1.42370423521781,0.490154266212424,"TCA",1
"time12 - time22","HCC1143","Control",-0.105551133498503,0.0720730381241997,53.0604982206406,-1.46450234714141,0.465816201616537,"TCA",1
"time18 - time22","HCC1143","Control",0.00362889965544398,0.0766872995480298,56.0318270390646,0.0473207385946766,0.999961468097509,"TCA",1
"time0 - time12","HCC38","Control",0.0550237420323806,0.0720730381241996,53.0604982206408,0.763444187513798,0.870474163662759,"TCA",1
"time0 - time18","HCC38","Control",-0.117097232450977,0.0720730381241996,53.0604982206406,-1.6247023227908,0.373793883711105,"TCA",0.747587767422211
"time0 - time22","HCC38","Control",-0.0585409021633677,0.0720730381241996,53.060498220641,-0.812244130218117,0.848408558749492,"TCA",1
"time12 - time18","HCC38","Control",-0.172120974483358,0.0720730381241997,53.0604982206406,-2.3881465103046,0.091761357184012,"TCA",0.254108373740341
"time12 - time22","HCC38","Control",-0.113564644195748,0.0720730381241997,53.0604982206404,-1.57568831773191,0.401011011805325,"TCA",0.78337034864296
"time18 - time22","HCC38","Control",0.0585563302876096,0.0720730381241997,53.0604982206404,0.812458192572687,0.848308201225697,"TCA",1
"time0 - time12","HCC1143","Migration",-0.0315873030963774,0.0657933812809233,53.0604982206406,-0.480098491389378,0.963173296702202,"TCA",1
"time0 - time18","HCC1143","Migration",-0.0556846151130025,0.0657933812809233,53.0604982206406,-0.846355880012329,0.83203983172151,"TCA",1
"time0 - time22","HCC1143","Migration",0.0149753005423011,0.0657933812809233,53.0604982206406,0.227611049177725,0.995792180507089,"TCA",1
"time12 - time18","HCC1143","Migration",-0.0240973120166251,0.0657933812809233,53.0604982206406,-0.36625738862295,0.983025273569359,"TCA",1
"time12 - time22","HCC1143","Migration",0.0465626036386785,0.0657933812809233,53.0604982206406,0.707709540567103,0.893602326011573,"TCA",1
"time18 - time22","HCC1143","Migration",0.0706599156553036,0.0657933812809233,53.0604982206406,1.07396692919005,0.706743855659121,"TCA",1
"time0 - time12","HCC38","Migration",-0.0306285212181871,0.0657933812809233,53.060498220641,-0.465525872388441,0.966246357398292,"TCA",1
"time0 - time18","HCC38","Migration",-0.0375638710585315,0.0657933812809233,53.060498220641,-0.57093692902242,0.94030049362902,"TCA",1
"time0 - time22","HCC38","Migration",-0.00771151551018101,0.0657933812809233,53.0604982206408,-0.117208074126097,0.999416718469753,"TCA",1
"time12 - time18","HCC38","Migration",-0.0069353498403444,0.0657933812809234,53.0604982206408,-0.105411056633979,0.999575267539075,"TCA",1
"time12 - time22","HCC38","Migration",0.0229170057080061,0.0657933812809233,53.060498220641,0.348317798262344,0.985326027709409,"TCA",1
"time18 - time22","HCC38","Migration",0.0298523555483505,0.0657933812809234,53.0604982206404,0.453728854896323,0.968616284677622,"TCA",1
"time0 - time12","HCC1143","Control",2.12517284003829e-13,0.0555378213269666,53.0604982206426,3.82653260293882e-12,1,"TCDCA",1
"time0 - time18","HCC1143","Control",2.1036663345906e-13,0.059093464785079,56.0318270390666,3.55989675379768e-12,1,"TCDCA",1
"time0 - time22","HCC1143","Control",2.17024936311548e-13,0.0555378213269666,53.0604982206422,3.90769625322287e-12,1,"TCDCA",1
"time12 - time18","HCC1143","Control",-2.1506505447688e-15,0.059093464785079,56.0318270390646,-3.63940505534859e-14,1,"TCDCA",1
"time12 - time22","HCC1143","Control",4.50765230771961e-15,0.0555378213269666,53.0604982206406,8.11636502840435e-14,1,"TCDCA",1
"time18 - time22","HCC1143","Control",6.65830285248842e-15,0.059093464785079,56.0318270390646,1.12674098171506e-13,1,"TCDCA",1
"time0 - time12","HCC38","Control",-3.52041054688649e-14,0.0555378213269666,53.0604982206406,-6.33876241950662e-13,1,"TCDCA",1
"time0 - time18","HCC38","Control",-0.116992500144269,0.0555378213269666,53.0604982206404,-2.10653744329476,0.164274845960863,"TCDCA",0.404347360833798
"time0 - time22","HCC38","Control",-0.116992500144271,0.0555378213269666,53.060498220641,-2.10653744329479,0.164274845960854,"TCDCA",0.404347360833798
"time12 - time18","HCC38","Control",-0.116992500144234,0.0555378213269666,53.0604982206406,-2.10653744329412,0.164274845961066,"TCDCA",0.404347360833798
"time12 - time22","HCC38","Control",-0.116992500144236,0.0555378213269666,53.0604982206406,-2.10653744329415,0.164274845961056,"TCDCA",0.404347360833798
"time18 - time22","HCC38","Control",-1.61285915178944e-15,0.0555378213269666,53.0604982206406,-2.90407350028026e-14,1,"TCDCA",1
"time0 - time12","HCC1143","Migration",-2.78183397303219e-14,0.0506988625591185,53.060498220641,-5.48697511662787e-13,1,"TCDCA",1
"time0 - time18","HCC1143","Migration",-3.03112066218315e-14,0.0506988625591185,53.0604982206406,-5.97867586999342e-13,1,"TCDCA",1
"time0 - time22","HCC1143","Migration",-2.9237223316279e-14,0.0506988625591185,53.0604982206406,-5.76684009077843e-13,1,"TCDCA",1
"time12 - time18","HCC1143","Migration",-2.49286689150953e-15,0.0506988625591185,53.0604982206406,-4.91700753365555e-14,1,"TCDCA",1
"time12 - time22","HCC1143","Migration",-1.41888358595711e-15,0.0506988625591186,53.0604982206406,-2.79864974150572e-14,1,"TCDCA",1
"time18 - time22","HCC1143","Migration",1.07398330555242e-15,0.0506988625591185,53.0604982206406,2.11835779214983e-14,1,"TCDCA",1
"time0 - time12","HCC38","Migration",1.75199700378187e-14,0.0506988625591185,53.060498220641,3.4556929196171e-13,1,"TCDCA",1
"time0 - time18","HCC38","Migration",1.90104551024695e-14,0.0506988625591185,53.0604982206406,3.74968079023507e-13,1,"TCDCA",1
"time0 - time22","HCC38","Migration",1.80721594373462e-14,0.0506988625591185,53.0604982206406,3.56460845966174e-13,1,"TCDCA",1
"time12 - time18","HCC38","Migration",1.49048660783371e-15,0.0506988625591185,53.0604982206404,2.93988175000119e-14,1,"TCDCA",1
"time12 - time22","HCC38","Migration",5.52190942710445e-16,0.0506988625591186,53.0604982206404,1.08915844426796e-14,1,"TCDCA",1
"time18 - time22","HCC38","Migration",-9.38295665123268e-16,0.0506988625591186,53.0604982206406,-1.85072330573323e-14,1,"TCDCA",1
"time0 - time12","HCC1143","Control",1.76981921260811e-13,0.0965796145187397,53.0604982193684,1.83249769780838e-12,1,"TDCA",1
"time0 - time18","HCC1143","Control",-0.292481250360409,0.102762836463222,56.0318270158819,-2.84617727990687,0.0305132673525861,"TDCA",0.114766318997786
"time0 - time22","HCC1143","Control",1.79197002159738e-13,0.0965796145187399,53.060498219369,1.85543298192568e-12,1,"TDCA",1
"time12 - time18","HCC1143","Control",-0.292481250360586,0.102762836463222,56.0318270158799,-2.8461772799086,0.0305132673524509,"TDCA",0.114766318997786
